session_duration_s,mean_speed_cm_s,median_speed_cm_s,max_speed_cm_s,mean_distance_to_wall_cm,arena_x_min,arena_x_max,arena_y_min,arena_y_max
600.0,10.353767751436592,9.643033349429622,36.65145846455992,12.646443394400587,0.0,100.0,0.0,100.0
