cell_type,n_units,total_ground_truth_spikes,total_sorted_spikes,mean_rate_hz,median_rate_hz,std_rate_hz
CA1_pyr,80,117747,89485,2.4530625,2.51,0.4573358492683683
CA2_pyr,40,126218,78993,5.259083333333334,5.234999999999999,0.1830463760457327
CA3_pyr,40,103355,71802,4.3064583333333335,4.306666666666667,0.4893661502276225
DG_granule,40,101066,60134,4.211083333333333,4.274166666666666,0.7063198179190395
