mean_position_error_cm,median_position_error_cm,spatial_context_accuracy,movement_state_accuracy,speed_r2,speed_correlation,n_decoder_updates,n_closed_loop_events,closed_loop_precision,closed_loop_false_positive_rate,update_dt,decode_window,spike_source,n_units,source
5.464127274055826,4.24904534660505,0.0,1.0,-464.11909591985835,0.0312354472023084,7198,0,,,0.025,0.25,ground_truth,650,ground_truth
3.9077813099751233,3.984702462898074,0.4078910808557933,1.0,-0.7569641653440013,-0.02224224667599146,7198,813,1.0,0.0,0.025,0.25,sorted,650,sorted
