session_duration_s,mean_speed_cm_s,median_speed_cm_s,max_speed_cm_s,mean_distance_to_wall_cm,arena_x_min,arena_x_max,arena_y_min,arena_y_max
600.0,10.234313905390598,9.652174525974011,30.693930211713315,10.221746562207555,0.0,100.0,0.0,100.0
