time_s,x_cm,y_cm,speed_cm_s,head_direction_rad,distance_to_wall_cm,acceleration_cm_s2
0.0,49.67823714301143,50.02648188169727,6.457015601519799,3.0594752508512615,49.67823714301143,129.14031203039596
0.05,49.41077394428896,50.07529638860356,5.437625171170143,2.9610702844896326,49.41077394428896,-20.38780860699312
0.1,49.17244648743665,50.110520434751926,4.818327930589644,2.994858074288513,49.17244648743665,-12.385944811609981
0.15000000000000002,48.83296831549666,50.2728742932551,7.52606682390179,2.6954997320334058,48.83296831549666,54.15477786624292
0.2,48.50296162885005,50.453263004875794,7.521821601490942,2.641347090221029,48.50296162885005,-0.0849044482169603
0.25,48.20905073442567,50.613423445992304,6.694325380797686,2.642651397163139,48.20905073442567,-16.549924413865114
0.30000000000000004,48.00389146544482,50.74173776345708,4.839623527309042,2.5826787331995495,48.00389146544482,-37.094037069772874
0.35000000000000003,47.74741987978046,50.914199804869085,6.181288861756484,2.549602995830459,47.74741987978046,26.83330668894884
0.4,47.489969350210906,51.13067981763192,6.727387935935789,2.4424284558593428,47.489969350210906,10.921981483586087
0.45,47.334688714741816,51.25396320352091,3.9653937503324532,2.4705582531343024,47.334688714741816,-55.23988371206671
0.5,47.188630527554224,51.44904438100657,4.873998762975487,2.213467904132253,47.188630527554224,18.172100252860666
0.55,47.09802110505993,51.634991239110185,4.13696997733156,2.024221630187691,47.09802110505993,-14.740575712878528
0.6000000000000001,46.920984885424886,52.025592939637754,8.576981089350593,1.9963411682036973,46.920984885424886,88.80022224038065
0.65,46.79003923891714,52.38684944008397,7.685129054322451,1.9185392522116145,46.79003923891714,-17.837040700562827
0.7000000000000001,46.622890311864154,52.84744506762156,9.799736647924828,1.918914459295197,46.622890311864154,42.292151872047526
0.75,46.475347247234104,53.31175871138822,9.74384145413527,1.8784714231637225,46.475347247234104,-1.1179038757911641
0.8,46.36324817404621,53.86600610198271,11.309400907039713,1.7703588090947022,46.13399389801729,31.311189058088864
0.8500000000000001,46.337097487502575,54.52243743221621,13.139040295528735,1.6106129297589027,45.47756256778379,36.59278776978045
0.9,46.378807478066804,55.08614881354489,11.305047452396849,1.4969391662892018,44.91385118645511,-36.67985686263773
0.9500000000000001,46.47596585046418,55.540029070419706,9.283254535078822,1.3599171976280864,44.459970929580294,-40.43585834636055
1.0,46.560055109427275,56.05951886909531,10.525030249856357,1.4103193160664307,43.94048113090469,24.83551429555071
1.05,46.76742352392602,56.65390350616535,12.590389288923761,1.2351203749206305,43.34609649383465,41.30718078134809
1.1,46.98531052462741,57.165734138674104,11.12556230397307,1.168331763939693,42.834265861325896,-29.29653969901384
1.1500000000000001,47.27192471779518,57.776838863922194,13.499580451936312,1.1322466713403045,42.223161136077806,47.48036295926486
1.2000000000000002,47.48829320513952,58.26053389797624,10.597664049859645,1.1501698366215178,41.73946610202376,-58.03832804153334
1.25,47.685334921065454,58.644787801386286,8.636584975576664,1.0969688267966315,41.355212198613714,-39.22158148565963
1.3,47.90819357963701,59.174454812739505,11.492834717617079,1.1725289410250312,40.825545187260495,57.1249948408083
1.35,48.099595513561326,59.676351849723034,10.743097058908381,1.2064641023244982,40.323648150276966,-14.994753174173958
1.4000000000000001,48.22026813267343,60.02312216589299,7.343338019728983,1.2359132311352574,39.97687783410701,-67.99518078358795
