session_duration_s,mean_speed_cm_s,median_speed_cm_s,max_speed_cm_s,mean_distance_to_wall_cm,arena_x_min,arena_x_max,arena_y_min,arena_y_max
600.0,10.009287431004063,9.500951681847159,30.54923043791071,14.101265074495638,0.5612214027904778,99.92331105024978,0.02608781335353,99.53963356389602
