spike_source,source,feature_type,decode_window_s,update_dt_s,n_units,manifold_type,manifold_grouping,manifold_n_components,actual_n_features,explained_variance_ratio,manifold_transform_path,target_name,target_family,decoder_name,n_train_samples,n_test_samples,primary_metric,mean_position_error_cm,median_position_error_cm,p90_position_error_cm,r2_x,r2_y,r2,correlation,mae,rmse,mean_circular_error_deg,median_circular_error_deg,p90_circular_error_deg,mae_cm,rmse_cm,accuracy,balanced_accuracy,macro_f1,confusion_matrix,class_labels
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,position,continuous,random_forest_regressor,8396,3599,mean_position_error_cm,20.7794606454192,16.882362322289186,41.34537209458011,0.5560018017874333,0.8114524221156396,,,,,,,,,,,,,,
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,position,continuous,bayesian_place_decoder,8396,3599,mean_position_error_cm,26.05521598461487,25.07701945052897,43.44985162426153,0.46295204534263046,0.7073771896177583,,,,,,,,,,,,,,
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,speed,continuous,ridge,8396,3599,r2,,,,,,-0.015181246175970609,0.05305373415882861,4.320275235174717,5.441508815358913,,,,,,,,,,
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,speed,continuous,pca_ridge,8396,3599,r2,,,,,,-0.015181246175970609,0.053053734158828594,4.320275235174717,5.441508815358913,,,,,,,,,,
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,speed,continuous,random_forest_regressor,8396,3599,r2,,,,,,-0.09523758076511313,0.03435873514358066,4.5074475690358655,5.651994265947371,,,,,,,,,,
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,acceleration,continuous,ridge,8396,3599,r2,,,,,,0.0008514411699004354,0.029580992175301756,31.9094453109285,42.04938170384651,,,,,,,,,,
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,acceleration,continuous,pca_ridge,8396,3599,r2,,,,,,0.0008514411699004354,0.029580992175301777,31.9094453109285,42.04938170384651,,,,,,,,,,
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,acceleration,continuous,random_forest_regressor,8396,3599,r2,,,,,,-0.005230835351294649,0.0173172316798279,32.05306769510079,42.177174472494556,,,,,,,,,,
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,head_direction,continuous,ridge,8396,3599,mean_circular_error_deg,,,,,,,,,,31.370981959306533,23.697882135144283,67.16374771588863,,,,,,,
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,head_direction,continuous,pca_ridge,8396,3599,mean_circular_error_deg,,,,,,,,,,31.370981959306533,23.69788213514428,67.16374771588859,,,,,,,
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,head_direction,continuous,random_forest_regressor,8396,3599,mean_circular_error_deg,,,,,,,,,,33.489103694352785,25.135902759294144,71.14735121778857,,,,,,,
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,distance_to_wall,continuous,ridge,8396,3599,r2,,,,,,-0.20672945143488342,0.21985676124193357,,,,,,7.8528280436084055,9.273709078927824,,,,,
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,distance_to_wall,continuous,pca_ridge,8396,3599,r2,,,,,,-0.20672945143488386,0.21985676124193335,,,,,,7.852828043608405,9.273709078927824,,,,,
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,distance_to_wall,continuous,random_forest_regressor,8396,3599,r2,,,,,,-0.2663453916529419,0.3522089755789548,,,,,,7.098453756825667,9.500021731286948,,,,,
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,distance_to_wall,continuous,bayesian_place_decoder,8396,3599,r2,,,,,,-1.709388068482638,0.3705303694268874,,,,,,11.014551685499649,13.89581804015758,,,,,
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,spatial_context,categorical,logistic_regression,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.3273131425395943,0.39957382953831444,0.3180342731483815,"[[374, 80, 98], [685, 588, 294], [834, 430, 216]]","['center', 'corner', 'wall']"
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,spatial_context,categorical,random_forest_classifier,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.46874131703250904,0.5213305992099588,0.46298417242392326,"[[396, 92, 64], [583, 685, 299], [493, 381, 606]]","['center', 'corner', 'wall']"
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,spatial_context,categorical,bayesian_place_decoder_derived_context,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.38816337871631007,0.4553980314211718,0.38264476363319094,"[[384, 114, 54], [555, 642, 283], [551, 645, 371]]","['center', 'wall', 'corner']"
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,movement_state,categorical,logistic_regression,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.38955265351486523,0.3035384225110253,0.30130841653294577,"[[958, 397, 470], [744, 427, 467], [73, 46, 17]]","['fast', 'slow', 'still']"
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,movement_state,categorical,random_forest_classifier,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.47513198110586274,0.35244419322582093,0.35029558777374975,"[[864, 798, 163], [691, 836, 111], [69, 57, 10]]","['fast', 'slow', 'still']"
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,wall_distance_bin,categorical,logistic_regression,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.35120866907474296,0.30454708220922805,0.2576947848497403,"[[50, 90, 25], [380, 161, 185], [475, 1180, 1053]]","['center', 'middle', 'near_wall']"
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,wall_distance_bin,categorical,random_forest_classifier,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.4784662406223951,0.413703708224992,0.3545460919997853,"[[47, 95, 23], [276, 335, 115], [453, 915, 1340]]","['center', 'middle', 'near_wall']"
sorted,sorted,global_pca,0.25,0.05,200,pca,,3.0,3,"[0.09505787364307501, 0.06447191824466415, 0.04654562218650816]",outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/global_pca_k3_w0250ms,wall_distance_bin,categorical,bayesian_place_decoder_derived_context,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.3642678521811614,0.4503893507384846,0.31895846088970675,"[[804, 1631, 273], [87, 431, 208], [3, 86, 76]]","['near_wall', 'middle', 'center']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,position,continuous,ridge,8396,3599,mean_position_error_cm,23.655127064241796,22.596546980489748,39.55474651932047,0.6101449162564619,0.7215873200519745,,,,,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,position,continuous,pca_ridge,8396,3599,mean_position_error_cm,24.227093947465587,23.236556316781748,40.28495426252498,0.5705594084700909,0.7265699193077666,,,,,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,position,continuous,random_forest_regressor,8396,3599,mean_position_error_cm,13.845921311159394,10.512736441172382,29.405968075989882,0.806802795817436,0.8869600736815253,,,,,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,position,continuous,bayesian_place_decoder,8396,3599,mean_position_error_cm,23.82810457857582,20.66068818121406,46.19931709889914,0.5007047660669022,0.7228560865283811,,,,,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,speed,continuous,ridge,8396,3599,r2,,,,,,0.575604961081785,0.7632875365737691,2.7476875270254073,3.5182985810401153,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,speed,continuous,pca_ridge,8396,3599,r2,,,,,,0.5755525290589896,0.7632525245647475,2.747566052254792,3.5185159089977844,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,speed,continuous,random_forest_regressor,8396,3599,r2,,,,,,0.5540545599176329,0.7474450985450585,2.7926836466271627,3.6065205212542755,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,acceleration,continuous,ridge,8396,3599,r2,,,,,,0.02379444868227809,0.15434843313955543,31.586249208349596,41.563797250114824,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,acceleration,continuous,pca_ridge,8396,3599,r2,,,,,,0.02380980505979291,0.1544005726890086,31.586021561319782,41.56347033542417,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,acceleration,continuous,random_forest_regressor,8396,3599,r2,,,,,,0.014481324193943323,0.13103304288899537,31.723558012679906,41.761588573945104,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,head_direction,continuous,ridge,8396,3599,mean_circular_error_deg,,,,,,,,,,16.371286113161055,14.069969630753858,33.775617199955285,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,head_direction,continuous,pca_ridge,8396,3599,mean_circular_error_deg,,,,,,,,,,16.369114073413133,14.049421892609624,33.79467774518795,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,head_direction,continuous,random_forest_regressor,8396,3599,mean_circular_error_deg,,,,,,,,,,16.77886449407429,14.255431550741875,34.88658074412359,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,distance_to_wall,continuous,ridge,8396,3599,r2,,,,,,-0.18249286408399978,0.3283782799009827,,,,,,7.436589320742801,9.180107691171782,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,distance_to_wall,continuous,pca_ridge,8396,3599,r2,,,,,,-0.21023294606005627,0.3138083152238947,,,,,,7.490568745331409,9.28716149020732,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,distance_to_wall,continuous,random_forest_regressor,8396,3599,r2,,,,,,0.25407460879670263,0.6019981849653474,,,,,,4.873763198933524,7.2911529203812915,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,distance_to_wall,continuous,bayesian_place_decoder,8396,3599,r2,,,,,,-1.0381633732579587,0.3281316832005287,,,,,,9.044372504949356,12.052246568757083,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,spatial_context,categorical,logistic_regression,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.39038621839399834,0.4550755737563817,0.38478870359341283,"[[388, 70, 94], [467, 662, 438], [664, 461, 355]]","['center', 'corner', 'wall']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,spatial_context,categorical,random_forest_classifier,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.6418449569324812,0.6869212495145461,0.6374926096447552,"[[472, 56, 24], [279, 965, 323], [235, 372, 873]]","['center', 'corner', 'wall']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,spatial_context,categorical,bayesian_place_decoder_derived_context,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.3856626840789108,0.45033989484615167,0.3845553213570692,"[[379, 130, 43], [607, 547, 326], [492, 613, 462]]","['center', 'wall', 'corner']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,movement_state,categorical,logistic_regression,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.6343428730202834,0.6994170662059461,0.5449341812838586,"[[1349, 457, 19], [334, 817, 487], [3, 16, 117]]","['fast', 'slow', 'still']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,movement_state,categorical,random_forest_classifier,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.6801889413726036,0.5932546438549662,0.5507620193620127,"[[1368, 447, 10], [352, 1025, 261], [2, 79, 55]]","['fast', 'slow', 'still']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,wall_distance_bin,categorical,logistic_regression,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.4287302028341206,0.4168855874442016,0.3342690816013974,"[[61, 89, 15], [234, 331, 161], [345, 1212, 1151]]","['center', 'middle', 'near_wall']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,wall_distance_bin,categorical,random_forest_classifier,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.6913031397610447,0.6344359399012279,0.5374166612613686,"[[97, 52, 16], [150, 429, 147], [229, 517, 1962]]","['center', 'middle', 'near_wall']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,2.0,8,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k2_w0250ms,wall_distance_bin,categorical,bayesian_place_decoder_derived_context,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.49736037788274523,0.4357635031664842,0.3725331643506114,"[[1279, 1303, 126], [144, 483, 99], [26, 111, 28]]","['near_wall', 'middle', 'center']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,position,continuous,ridge,8396,3599,mean_position_error_cm,21.130127137511245,18.292261082102243,40.79488560061559,0.6624575670633032,0.7487261733403794,,,,,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,position,continuous,pca_ridge,8396,3599,mean_position_error_cm,21.72422443613176,18.982420677892843,41.708508177931165,0.6299650887590293,0.7482222116694475,,,,,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,position,continuous,random_forest_regressor,8396,3599,mean_position_error_cm,10.162883478569807,7.850781571239085,20.972831000518497,0.8988244654595596,0.9368517817487784,,,,,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,position,continuous,bayesian_place_decoder,8396,3599,mean_position_error_cm,19.31149202893592,16.145873530374296,38.291010533569775,0.6717018933053518,0.777329886649909,,,,,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,speed,continuous,ridge,8396,3599,r2,,,,,,0.572568464791637,0.761090114816419,2.758288831081387,3.530862652520454,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,speed,continuous,pca_ridge,8396,3599,r2,,,,,,0.5723648482620616,0.7609320357858801,2.7589012319064987,3.5317035549105213,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,speed,continuous,random_forest_regressor,8396,3599,r2,,,,,,0.5560130843418415,0.7492138157784265,2.7943691674692994,3.598592162337145,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,acceleration,continuous,ridge,8396,3599,r2,,,,,,0.022102417364520677,0.14919392704908693,31.608459386913793,41.5998023715918,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,acceleration,continuous,pca_ridge,8396,3599,r2,,,,,,0.022121372941507955,0.14923244347330325,31.608060832399286,41.599399184135436,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,acceleration,continuous,random_forest_regressor,8396,3599,r2,,,,,,0.0179226241477628,0.1405406286469665,31.715023640754357,41.68861185947376,,,,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,head_direction,continuous,ridge,8396,3599,mean_circular_error_deg,,,,,,,,,,16.41810414198661,14.034901451680621,33.876036040502996,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,head_direction,continuous,pca_ridge,8396,3599,mean_circular_error_deg,,,,,,,,,,16.414955703171874,14.040973172495974,33.86500047344389,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,head_direction,continuous,random_forest_regressor,8396,3599,mean_circular_error_deg,,,,,,,,,,16.791334482681766,14.141241395067508,34.63219531477962,,,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,distance_to_wall,continuous,ridge,8396,3599,r2,,,,,,-0.02246244906175532,0.5005662288266993,,,,,,7.03411125559524,8.536349642229402,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,distance_to_wall,continuous,pca_ridge,8396,3599,r2,,,,,,-0.010473810016776053,0.5123582480844375,,,,,,7.045364461114469,8.486156613168458,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,distance_to_wall,continuous,random_forest_regressor,8396,3599,r2,,,,,,0.5978891381452229,0.8080423655684457,,,,,,3.5022204721628536,5.353297926949461,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,distance_to_wall,continuous,bayesian_place_decoder,8396,3599,r2,,,,,,-1.3161130024327283,0.3371949722416025,,,,,,9.176028045561708,12.847788656459553,,,,,
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,spatial_context,categorical,logistic_regression,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.513475965545985,0.6069955571953297,0.5155575214262683,"[[524, 0, 28], [328, 610, 629], [556, 210, 714]]","['center', 'corner', 'wall']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,spatial_context,categorical,random_forest_classifier,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.7546540705751598,0.7914165115422017,0.7508318940542077,"[[511, 11, 30], [140, 1102, 325], [193, 184, 1103]]","['center', 'corner', 'wall']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,spatial_context,categorical,bayesian_place_decoder_derived_context,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.4926368435676577,0.5370421224476328,0.4847442993897097,"[[387, 118, 47], [565, 681, 234], [485, 377, 705]]","['center', 'wall', 'corner']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,movement_state,categorical,logistic_regression,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.6335093081411504,0.705361339946352,0.5439123467216869,"[[1358, 445, 22], [328, 802, 508], [3, 13, 120]]","['fast', 'slow', 'still']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,movement_state,categorical,random_forest_classifier,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.6735204223395388,0.6021474453263334,0.5520442577499153,"[[1354, 464, 7], [359, 1009, 270], [3, 72, 61]]","['fast', 'slow', 'still']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,wall_distance_bin,categorical,logistic_regression,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.5001389274798556,0.6834232617568189,0.5077011692720302,"[[154, 11, 0], [139, 505, 82], [80, 1487, 1141]]","['center', 'middle', 'near_wall']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,wall_distance_bin,categorical,random_forest_classifier,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.7932759099749931,0.7756243786054448,0.7029819688287858,"[[126, 39, 0], [70, 551, 105], [42, 488, 2178]]","['center', 'middle', 'near_wall']"
sorted,sorted,region_pca,0.25,0.05,200,pca,region,3.0,12,,outputs/ratinabox_003/decoder_comparison_manifold/models/manifold_transforms/region_pca_k3_w0250ms,wall_distance_bin,categorical,bayesian_place_decoder_derived_context,8396,3599,balanced_accuracy,,,,,,,,,,,,,,,0.5190330647402056,0.520751017628955,0.4190948764306806,"[[1351, 1077, 280], [183, 442, 101], [14, 76, 75]]","['near_wall', 'middle', 'center']"
