unit_id,cell_type,region,layer,channel,depth_um,place_x_cm,place_y_cm,hd_pref_rad,rate_model,ratinabox_class,subfield,cell_class,deep_superficial_coordinate,deep_superficial_group,proximodistal_coordinate,dorsoventral_coordinate,baseline_rate_hz,burst_index,waveform_width_ms,theta_modulation_strength,ripple_participation_probability,spatial_tuning_strength,head_direction_tuning_strength,speed_tuning_strength,boundary_tuning_strength,proximodistal_group,dorsoventral_group,projection_target,metadata_schema_version
107,CA2_pyr,CA2,pyramidal,39,760.0,,,4.241150082346221,ratinabox_HeadDirectionCells,HeadDirectionCells,CA2,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
108,CA2_pyr,CA2,pyramidal,34,660.0,,,4.39822971502571,ratinabox_HeadDirectionCells,HeadDirectionCells,CA2,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
109,CA2_pyr,CA2,pyramidal,32,620.0,,,4.5553093477052,ratinabox_HeadDirectionCells,HeadDirectionCells,CA2,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
110,CA2_pyr,CA2,pyramidal,35,680.0,,,4.71238898038469,ratinabox_HeadDirectionCells,HeadDirectionCells,CA2,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
111,CA2_pyr,CA2,pyramidal,31,600.0,,,4.869468613064179,ratinabox_HeadDirectionCells,HeadDirectionCells,CA2,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
112,CA2_pyr,CA2,pyramidal,33,640.0,,,5.026548245743669,ratinabox_HeadDirectionCells,HeadDirectionCells,CA2,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
113,CA2_pyr,CA2,pyramidal,39,760.0,,,5.183627878423159,ratinabox_HeadDirectionCells,HeadDirectionCells,CA2,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
114,CA2_pyr,CA2,pyramidal,37,720.0,,,5.340707511102648,ratinabox_HeadDirectionCells,HeadDirectionCells,CA2,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
115,CA2_pyr,CA2,pyramidal,39,760.0,,,5.497787143782138,ratinabox_HeadDirectionCells,HeadDirectionCells,CA2,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
116,CA2_pyr,CA2,pyramidal,39,760.0,,,5.654866776461628,ratinabox_HeadDirectionCells,HeadDirectionCells,CA2,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
117,CA2_pyr,CA2,pyramidal,39,760.0,,,5.811946409141117,ratinabox_HeadDirectionCells,HeadDirectionCells,CA2,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
118,CA2_pyr,CA2,pyramidal,34,660.0,,,5.969026041820607,ratinabox_HeadDirectionCells,HeadDirectionCells,CA2,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
119,CA2_pyr,CA2,pyramidal,35,680.0,,,6.126105674500097,ratinabox_HeadDirectionCells,HeadDirectionCells,CA2,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
120,CA3_pyr,CA3,pyramidal,59,1160.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
121,CA3_pyr,CA3,pyramidal,49,960.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
122,CA3_pyr,CA3,pyramidal,68,1340.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
123,CA3_pyr,CA3,pyramidal,41,800.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
124,CA3_pyr,CA3,pyramidal,66,1300.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
125,CA3_pyr,CA3,pyramidal,60,1180.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
126,CA3_pyr,CA3,pyramidal,48,940.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
127,CA3_pyr,CA3,pyramidal,62,1220.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
128,CA3_pyr,CA3,pyramidal,53,1040.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
129,CA3_pyr,CA3,pyramidal,66,1300.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
130,CA3_pyr,CA3,pyramidal,70,1380.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
131,CA3_pyr,CA3,pyramidal,49,960.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
132,CA3_pyr,CA3,pyramidal,55,1080.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
133,CA3_pyr,CA3,pyramidal,47,920.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
134,CA3_pyr,CA3,pyramidal,61,1200.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
135,CA3_pyr,CA3,pyramidal,60,1180.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
136,CA3_pyr,CA3,pyramidal,66,1300.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
137,CA3_pyr,CA3,pyramidal,65,1280.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
138,CA3_pyr,CA3,pyramidal,70,1380.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
139,CA3_pyr,CA3,pyramidal,69,1360.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
140,CA3_pyr,CA3,pyramidal,67,1320.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
141,CA3_pyr,CA3,pyramidal,45,880.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
142,CA3_pyr,CA3,pyramidal,42,820.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
143,CA3_pyr,CA3,pyramidal,55,1080.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
144,CA3_pyr,CA3,pyramidal,51,1000.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
145,CA3_pyr,CA3,pyramidal,67,1320.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
146,CA3_pyr,CA3,pyramidal,64,1260.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
147,CA3_pyr,CA3,pyramidal,53,1040.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
148,CA3_pyr,CA3,pyramidal,58,1140.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
149,CA3_pyr,CA3,pyramidal,58,1140.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
150,CA3_pyr,CA3,pyramidal,67,1320.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
151,CA3_pyr,CA3,pyramidal,41,800.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
152,CA3_pyr,CA3,pyramidal,55,1080.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
153,CA3_pyr,CA3,pyramidal,61,1200.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
154,CA3_pyr,CA3,pyramidal,54,1060.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
155,CA3_pyr,CA3,pyramidal,68,1340.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
156,CA3_pyr,CA3,pyramidal,69,1360.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
157,CA3_pyr,CA3,pyramidal,65,1280.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
158,CA3_pyr,CA3,pyramidal,54,1060.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
159,CA3_pyr,CA3,pyramidal,67,1320.0,,,0.0,ratinabox_BoundaryVectorCells,BoundaryVectorCells,CA3,excitatory,0.5,intermediate,,,,,,,,,,,,unknown,unknown,unknown,phase1
160,DG_granule,DG,granule,73,1440.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
161,DG_granule,DG,granule,90,1780.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
162,DG_granule,DG,granule,79,1560.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
163,DG_granule,DG,granule,78,1540.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
164,DG_granule,DG,granule,91,1800.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
165,DG_granule,DG,granule,94,1860.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
166,DG_granule,DG,granule,97,1920.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
167,DG_granule,DG,granule,77,1520.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
168,DG_granule,DG,granule,97,1920.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
169,DG_granule,DG,granule,95,1880.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
170,DG_granule,DG,granule,80,1580.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
171,DG_granule,DG,granule,72,1420.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
172,DG_granule,DG,granule,94,1860.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
173,DG_granule,DG,granule,95,1880.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
174,DG_granule,DG,granule,84,1660.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
175,DG_granule,DG,granule,75,1480.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
176,DG_granule,DG,granule,75,1480.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
177,DG_granule,DG,granule,82,1620.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
178,DG_granule,DG,granule,93,1840.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
179,DG_granule,DG,granule,80,1580.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
180,DG_granule,DG,granule,71,1400.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
181,DG_granule,DG,granule,91,1800.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
182,DG_granule,DG,granule,93,1840.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
183,DG_granule,DG,granule,76,1500.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
184,DG_granule,DG,granule,87,1720.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
185,DG_granule,DG,granule,82,1620.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
186,DG_granule,DG,granule,86,1700.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
187,DG_granule,DG,granule,71,1400.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
188,DG_granule,DG,granule,90,1780.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
189,DG_granule,DG,granule,78,1540.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
190,DG_granule,DG,granule,87,1720.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
191,DG_granule,DG,granule,83,1640.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
192,DG_granule,DG,granule,89,1760.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
193,DG_granule,DG,granule,74,1460.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
194,DG_granule,DG,granule,81,1600.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
195,DG_granule,DG,granule,89,1760.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
196,DG_granule,DG,granule,94,1860.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
197,DG_granule,DG,granule,82,1620.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
198,DG_granule,DG,granule,71,1400.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
199,DG_granule,DG,granule,92,1820.0,,,0.0,ratinabox_SpeedCells_fallback,SpeedCells_fallback,DG,excitatory,,unknown,,,,,,,,,,,,unknown,unknown,unknown,phase1
