time,decoded_x,decoded_y,true_x,true_y,position_error_cm,decoded_spatial_context,true_spatial_context,spatial_context_confidence,decoded_movement_state,true_movement_state,movement_state_confidence,decoded_speed,true_speed,speed_error
420.0750000000004,94.29592646939405,72.06539188640907,85.22331596646866,71.08082113204907,9.125877541811146,corner,wall,0.3841316598195724,slow,slow,0.5364380654634366,6.9563994679270635,6.17360984866907,0.7827896192579935
420.10000000000036,89.286437476532,69.55501592552888,85.22331596646866,71.08082113204907,4.340165657412573,corner,wall,0.364815683928019,slow,slow,0.514571425830857,7.537165850774397,6.17360984866907,1.3635560021053266
420.1250000000004,98.14013788346035,73.6287314234267,85.12072892896127,71.32742140670612,13.221234334113793,center,wall,0.37536009065616766,slow,slow,0.4939937620800041,8.309913459907968,5.34175236136878,2.9681610985391877
420.1500000000004,93.39500714724096,74.22036865200491,85.12072892896127,71.32742140670612,8.765433463188204,center,wall,0.4727080031998515,slow,slow,0.4764783158126956,7.213575033146,5.34175236136878,1.8718226717772204
420.17500000000035,91.26658018503116,76.3250110265021,85.06673205419797,71.49831757944708,7.857167840719687,center,wall,0.5222405831849156,slow,slow,0.5012206291093625,6.079030632863125,3.584475657147631,2.494554975715494
420.2000000000004,84.37428924716716,80.28159096008852,85.06673205419797,71.49831757944708,8.810525995653911,center,wall,0.44170315024558127,slow,slow,0.4767226162879939,7.876100682049612,3.584475657147631,4.291625024901981
420.22500000000036,81.06042537356281,78.2182703586204,85.04286447373018,71.56959665141349,7.75014085365204,center,wall,0.39068887341252834,slow,still,0.49111010683027945,6.940017081067596,1.5033785282198728,5.4366385528477235
420.2500000000004,86.92783681464806,79.83072581280668,85.04286447373018,71.56959665141349,8.47345123000341,center,wall,0.39005657730450666,slow,still,0.5351722793944327,7.924448538941887,1.5033785282198728,6.421070010722014
420.2750000000004,74.48950005838014,80.20231743827364,84.97945769580046,71.7438465899303,13.475345647780133,corner,center,0.4015860414144271,slow,slow,0.5367976305536878,9.38377749391421,3.70855554417264,5.6752219497415695
420.30000000000035,81.56618702525478,79.63889556141586,84.97945769580046,71.7438465899303,8.60129146887621,center,center,0.39703146745635637,slow,slow,0.46643406101159385,8.990946063088016,3.70855554417264,5.282390518915376
420.3250000000004,76.17555608153472,75.53270814577692,84.89379623660041,71.96911737422404,9.418433552799351,center,center,0.41639240825233237,fast,slow,0.45489712054235193,9.356367778520546,4.820158165396699,4.536209613123847
420.35000000000036,84.49031003476216,69.56726187760073,84.89379623660041,71.96911737422404,2.4355104068210167,center,center,0.42619263329816975,fast,slow,0.49724630197159286,9.491804219337123,4.820158165396699,4.671646053940424
420.3750000000004,80.3612828690791,63.50352936612107,84.75668065236377,72.24921470009816,9.788081202883728,center,center,0.4310715043268196,fast,slow,0.4997213357129282,10.618664658865583,6.2371530493452,4.381511609520383
420.4000000000004,84.43893010796238,71.79456196544234,84.75668065236377,72.24921470009816,0.5546841602185874,corner,center,0.36336138100989784,fast,slow,0.5126604719424966,10.503131180817995,6.2371530493452,4.265978131472795
