session_duration_s,mean_speed_cm_s,median_speed_cm_s,max_speed_cm_s,mean_distance_to_wall_cm,arena_x_min,arena_x_max,arena_y_min,arena_y_max
600.0,9.721348907751326,9.240244390299898,31.3464412654072,10.937658793713155,0.6633168360754754,99.52518383275458,0.2064150501143868,99.9949821988522
