time_s,x_cm,y_cm,speed_cm_s,head_direction_rad,distance_to_wall_cm,acceleration_cm_s2
0.0,50.432344701024775,49.812699286313844,9.423449428983924,-0.4088130753634305,49.567655298975225,188.46898857967847
0.05,50.72377515428279,49.57190458615064,7.5607882317350175,-0.6905439470240671,49.27622484571721,-37.253223944978124
0.1,51.03424783381121,49.357531974282644,7.545830675350859,-0.6043024945123978,48.96575216618879,-0.29915112768316376
0.15000000000000002,51.242182851613826,49.16280682659215,5.697538232312493,-0.7526034268208385,48.757817148386174,-36.96584886076733
0.2,51.475491802571604,48.81022560383074,8.455686494684,-0.9862283231248601,48.524508197428396,55.16296524743016
0.25,51.63474616678925,48.52544951658323,6.52562249568162,-1.0608969595271243,48.36525383321075,-38.601279980047615
0.30000000000000004,51.760317789729335,48.20701646783798,6.8459576107657565,-1.195176766584978,48.20701646783798,6.4067023016827385
0.35000000000000003,51.890240051698555,47.79456123326418,8.648678851305036,-1.2656380098318905,47.79456123326418,36.054424810785584
0.4,52.02600043788639,47.418946148293635,7.987930257965549,-1.2239710889728426,47.418946148293635,-13.214971866789735
0.45,52.04485117873923,47.075111463237405,6.887020867644191,-1.5160261462743634,47.075111463237405,-22.01818780642716
0.5,52.037074680393346,46.821164567882676,5.081318710210189,-1.6014092977643382,46.821164567882676,-36.11404314868004
0.55,52.08250430618415,46.407430437563804,8.32441665199928,-1.461430548436653,46.407430437563804,64.86195883578183
0.6000000000000001,52.19357083076781,46.0227219590597,8.0084052423946,-1.2897356250769647,46.0227219590597,-6.320228192093609
0.65,52.292336818794105,45.64182959488015,7.869783058791395,-1.3170825851542545,45.64182959488015,-2.7724436720641066
0.7000000000000001,52.36494728643295,45.24841014057966,8.001278573648785,-1.3882876412653788,45.24841014057966,2.629910297147795
0.75,52.392368222721345,44.83566128441228,8.273174143323992,-1.5044588900971643,44.83566128441228,5.4379113935041445
0.8,52.48262552308858,44.50639144761075,6.8283235335442445,-1.303254494428468,44.50639144761075,-28.897012195594947
0.8500000000000001,52.58519640137978,44.227348046898605,5.945956762521214,-1.2185463458362409,44.227348046898605,-17.64733542046061
0.9,52.73777150829816,43.88261181991861,7.53982040750457,-1.1541257422354438,43.88261181991861,31.877272899667126
0.9500000000000001,52.94728644501172,43.46069272390371,9.421512241421066,-1.1098915922047525,43.46069272390371,37.633836678329914
1.0,53.102830406016906,43.09868887997798,7.880119461586521,-1.1649726803267675,43.09868887997798,-30.82785559669091
1.05,53.298885822749796,42.786918953531575,7.365818718016453,-1.0094357932617433,42.786918953531575,-10.286014871401346
1.1,53.60083819464768,42.448231662299754,9.074895396349484,-0.8426764421766546,42.448231662299754,34.18153356666062
1.1500000000000001,53.875104031345764,42.1675215557445,7.849074164561335,-0.7970094419106369,42.1675215557445,-24.516424635762988
