spike_source,feature_type,decode_window_s,update_dt_s,n_units,target_name,decoder_name,n_train_samples,n_test_samples,mean_position_error_cm,median_position_error_cm,p90_position_error_cm,r2_x,r2_y,r2,correlation,mae,rmse,mean_circular_error_deg,median_circular_error_deg,p90_circular_error_deg,mae_cm,rmse_cm,accuracy,balanced_accuracy,macro_f1,confusion_matrix,class_labels
ground_truth,counts,0.25,0.025,200,position,ridge,16793,7198,9.529424796833124,8.244408751555216,17.38349588703176,0.9412337203249994,0.9403201840169763,,,,,,,,,,,,,,
ground_truth,counts,0.25,0.025,200,position,random_forest_regressor,16793,7198,5.727907543325661,4.320660205199131,10.441618240920894,0.9530705533708135,0.9793237798149316,,,,,,,,,,,,,,
ground_truth,counts,0.25,0.025,200,speed,ridge,16793,7198,,,,,,0.5867313981844575,0.7671023095931083,2.647430786652545,3.3326977347051794,,,,,,,,,,
ground_truth,counts,0.25,0.025,200,speed,random_forest_regressor,16793,7198,,,,,,0.5427238726372918,0.7528947909895679,2.7719677422373055,3.505653478493569,,,,,,,,,,
ground_truth,counts,0.25,0.025,200,acceleration,ridge,16793,7198,,,,,,0.00013120092096108316,0.09284146949888979,35.283338778949926,56.7355893574547,,,,,,,,,,
ground_truth,counts,0.25,0.025,200,acceleration,random_forest_regressor,16793,7198,,,,,,0.006733298674805432,0.09163309248293132,33.91838379382601,56.547967600595825,,,,,,,,,,
ground_truth,counts,0.25,0.025,200,head_direction,ridge,16793,7198,,,,,,,,,,13.604036619806031,11.4360142298998,28.55686062865513,,,,,,,
ground_truth,counts,0.25,0.025,200,head_direction,random_forest_regressor,16793,7198,,,,,,,,,,15.874644594524186,13.51248607644829,32.386883552356544,,,,,,,
ground_truth,counts,0.25,0.025,200,distance_to_wall,ridge,16793,7198,,,,,,0.8601185030061764,0.9293668575263173,,,,,,2.8791307702394446,3.685209744981678,,,,,
ground_truth,counts,0.25,0.025,200,distance_to_wall,random_forest_regressor,16793,7198,,,,,,0.9094232811277881,0.9550711562145426,,,,,,2.1480561633988513,2.965448371732834,,,,,
